公司代碼,上市別,TSE,資料源年,總經理_姓名代碼,總經理_教育程度_代碼,總經理_經理人年資max,總經理_分數,總經理_股數增減比率,總經理_股數增減比率(合計),財務長_姓名代碼,財務長_教育程度_代碼,財務長_經理人年資max,財務長_分數,財務長_股數增減比率,財務長_股數增減比率(合計),獨董_姓名代碼,獨董_教育程度_代碼,獨董_董監事年資max,獨立董事_總分,董監經理人變化_燈號,CRISISCOR,研究發展費用率
2456,TSE,M2328,2011,P000012416,3,2.83,1,0,0,P000167354,3,1.08,0,0,0,,6,,0,1,0,1.38
2456,TSE,M2328,2012,P000012643,2,10.33,1,0,0,,6,,0,0,0,,6,,0,1,0,1.65
2456,TSE,M2328,2014,P000012643,2,12.33,1,0,0,P000175930,2,2.08,1,inf,inf,,6,,0,1,0,1.88
2456,TSE,M2328,2015,P000012643,2,13.33,1,0,0,P000175930,2,3.08,1,1.25,1.25,P000169061&P000117524,2,0.83,3,1,0,1.73
2456,TSE,M2328,2017,P000012643,2,15.33,1,inf,inf,,6,,0,0,0,P000169061&P000117524,2,2.83,3,1,0,1.84
2456,TSE,M2328,2018,P000012643,2,16.33,1,-0.526666667,-0.526666667,P000277213,2,0.67,1,0,0,P000175369&P000138441&P000222278,2,0.83,3,1,0,1.83
2457,TSE,M2328,2017,P000040238,4,36.83,1,0.322876954,0.322876954,P000108970,3,12.67,1,0.309885932,0.309885932,P000191157&P000191158&P000251734,1,0.83,2,1,0,5.09
2458,TSE,M2324,2009,P000020352,2,15.58,1,0,0,P000106802,3,4.83,1,0,0,,6,,0,1,0,19.11
2458,TSE,M2324,2013,P000020352,2,19.58,1,0.114885293,0.114885293,P000135341,3,0.83,1,0,0,,6,,0,1,0,15.05
2458,TSE,M2324,2015,P000020352,2,21.58,1,-0.470721145,-0.470721145,P000135341,2,2.83,1,0,0,P000018506&P000011441&P000153081,1,0.83,3,1,0,19.73
2458,TSE,M2324,2018,P000020352,2,24.58,1,-0.100320171,-0.100320171,P000135341,2,5.83,1,0,0,P000011441&P000153081,1,3.83,3,1,0,17.7
2459,TSE,M2329,2007,P000095426,3,20.83,1,0,0,P000126795,5,1.67,1,0,0,,6,,0,1,0,0.05
2459,TSE,M2329,2009,P000138661,3,2,0,0,0,P000126795,5,3.67,1,0,0,,6,,0,1,0,0.03
2459,TSE,M2329,2011,P000095426,3,24.83,1,0,0,P000126795,5,5.67,1,0,0,,6,,0,1,0,0.12
2459,TSE,M2329,2016,P000095426,3,29.83,1,0,0,P000126795,5,10.67,1,0.092592593,0.092592593,P000081195&P000190838&P000208280,1,19,2,1,0,1.02
2459,TSE,M2329,2017,P000095426,3,30.83,1,-0.003055197,-0.003055197,,6,,0,0,0,P000081195&P000190838&P000208280,1,20,2,1,0,1.23
2459,TSE,M2329,2018,P000095426,3,31.83,1,-0.00408608,-0.00408608,P000126795,3,12.67,1,0.095890411,0.095890411,P000081195&P000190838&P000208280,1,21,2,1,0,1.12
2460,TSE,M2328,2015,P000098762,3,22.25,0,0,0,P000022409,3,13,1,0,0,P000217188&P000124610&P000131814,2,12.83,3,1,0,1.13
2460,TSE,M2328,2018,P000104779,3,14.08,0,0,0,P000022409,3,16,1,-0.152284264,-0.152284264,P000131814,2,15.83,2,1,0,0.54
2461,TSE,M2331,2009,P000063027,2,11.33,1,0,0,P000073935,2,7,1,0,0,P000047778&P000018640,2,13.33,4,1,0,4.91
2461,TSE,M2331,2010,P000015867,1,14.33,1,0,0,P000073935,2,8,1,0,0,P000047778&P000018640,2,14.33,4,1,0,3.62
2461,TSE,M2331,2011,P000063027,2,13.33,1,0,0,P000073935,2,9,1,0,0,P000047778&P000168713&P000018640,2,15.33,4,1,0,5.2
2461,TSE,M2331,2012,P000015867,1,16.33,1,0,0,P000073935,2,10,1,0,0,P000168713&P000018640,2,16.33,2,1,0,4.27
2461,TSE,M2331,2014,P000015867,1,18.33,1,0,0,P000199121,3,1.67,1,0,0,P000168713&P000018640&P000205842,2,18.33,3,1,0,4.22
2461,TSE,M2331,2016,P000015867,1,20.25,1,0,0,P000088401,5,13.17,1,0,0,P000168713&P000018640&P000205842,2,20.25,3,1,0,4.36
2461,TSE,M2331,2017,P000015867,1,21.25,1,0.031409501,0.031409501,P000073935,1,14.92,1,1.454545455,1.454545455,P000168713&P000018640&P000250166,2,21.25,2,1,0,4.7
2462,TSE,M2328,2009,P000006302,3,7.25,0,0,0,P000097978,3,7.83,0,0,0,,6,,0,1,0,0.55
2462,TSE,M2328,2011,P000006302&P000117529,3,9.25,0,0,0,P000097978,3,9.83,0,0,0,,6,,0,1,0,0.51
2462,TSE,M2328,2012,P000117529,3,4.83,0,0.05005005,0.05005005,,6,,0,0,0,,6,,0,1,0,0.52
2462,TSE,M2328,2014,P000117529,3,6.83,0,0.241182078,0.241182078,P000097978,3,12.83,0,-0.061728395,-0.061728395,,6,,0,1,0,0.45
2462,TSE,M2328,2017,P000070158,3,0.83,0,0.0365521,0.0365521,P000097978,3,15.83,0,0.016483516,0.016483516,P000251844&P000137622,2,0.83,1,1,0,0.48
2464,TSE,M2331,2007,P000006439,1,19,1,0,0,P000052208,2,18.92,1,0,0,P000017114&P000056782,2,3.83,2,1,0,4.7
2464,TSE,M2331,2010,P000006439,1,22.08,1,0,0,P000052208,2,22,1,0,0,P000017114&P000051885&P000056782,1,6.92,3,1,0,2.22
2464,TSE,M2331,2011,P000006439,1,23.08,1,0,0,P000052208,2,23,1,0,0,P000017114&P000051885,1,7.92,3,1,0,2.23
2464,TSE,M2331,2014,P000006439,1,26.08,1,0,0,P000213736,5,0.25,1,0,0,P000017114&P000051885,1,10.92,3,1,0,4.25
2465,TSE,M2325,2007,P000091469,3,21.5,1,0,0,,6,,0,0,0,,6,,0,1,0,5.21
2465,TSE,M2325,2013,P000091469,3,27.5,1,0,0,P000104743,3,9.08,0,0,0,,6,,0,1,0,6.92
2465,TSE,M2325,2015,P000091469,3,29.5,1,0,0,,6,,0,0,0,,6,,0,1,0,5.62
2465,TSE,M2325,2016,P000091469,3,30.5,1,0,0,P000236896,2,0.42,1,0,0,,6,,0,1,0,5.03
2465,TSE,M2325,2017,P000091469,3,31.5,1,-0.49966239,-0.49966239,P000236896,2,1.42,1,0,0,P000213752&P000190946,2,0.83,3,1,0,3.61
2466,TSE,M2326,2009,P000032221&P000126374,2,3.83,1,0,0,P000124557,5,3.83,1,0,0,,6,,0,1,0,1.03
2466,TSE,M2326,2010,P000032221,3,1.83,1,0,0,P000124557,5,4.83,1,0,0,,6,,0,1,0,0.99
2466,TSE,M2326,2013,P000032221,3,4.83,1,0,0,P000173885,3,1.83,1,0,0,,6,,0,1,0,0.85
2466,TSE,M2326,2014,P000032221&P000124590,2,5.83,1,0,0,P000173885,3,2.83,1,0,0,,6,,0,1,0,0.7
2466,TSE,M2326,2015,P000124590,2,3.83,1,16.66666667,16.66666667,P000173885,3,3.83,1,inf,inf,P000128614&P000191840,1,0.83,3,1,0,0.88
2466,TSE,M2326,2016,P000124590,2,4.83,1,0,0,P000173885,3,4.83,1,0,0,P000128614&P000231050,2,1.83,2,1,0,0.43
2466,TSE,M2326,2018,P000173885,3,6.83,1,0,0,P000269593,2,0.83,1,0,0,P000128614&P000269600,2,3.83,2,1,0,0.17
2467,TSE,M2328,2007,P000133511,2,0.92,1,0,0,P000073574,3,8.08,1,0,0,P000105207&P000131890&P000081162,2,3.92,3,1,0,9.14
2467,TSE,M2328,2008,P000133511,2,1.92,1,0,0,P000065762,2,6.08,1,0,0,P000131890&P000081162,2,4.92,3,1,0,8.75
2467,TSE,M2328,2011,P000059105,3,33.92,1,0,0,P000065762,2,8.92,1,0,0,P000131890&P000081162,2,7.75,3,1,0,5.11
2467,TSE,M2328,2013,P000059105,3,36,1,0,0,P000065762,2,11,1,0.029661017,0.029661017,P000081162&P000017443,1,9.83,3,1,0,8.12
2467,TSE,M2328,2016,P000059105,3,39,1,0,0,P000065762,2,14,1,0.026649746,0.026649746,P000010103&P000041909,1,0.83,3,1,0,5.87
2468,TSE,M2330,2008,P000019105,1,1.83,0,0,0,P000064919,3,5.58,1,0,0,,6,,0,1,0,
2468,TSE,M2330,2010,P000039727,2,11.25,1,0,0,P000064919,3,7.58,1,0,0,,6,,0,1,0,
2468,TSE,M2330,2011,P000039727&P000048444,2,12.25,1,0,0,P000064919,3,8.58,1,0,0,,6,,0,1,0,
2468,TSE,M2330,2012,P000048444,3,3.83,1,0,0,P000064919,3,9.58,1,0,0,,6,,0,1,0,
2468,TSE,M2330,2013,P000050843,3,16.25,1,0,0,,6,,0,0,0,,6,,0,1,0,
2468,TSE,M2330,2014,P000050843,3,17.25,1,0,0,P000064919,3,11.58,1,0,0,,6,,0,1,0,
2468,TSE,M2330,2015,P000050843,3,18.25,1,0,0,P000064919,3,12.58,1,0,0,P000208267&P000106739,2,10.83,1,1,0,
2468,TSE,M2330,2017,P000050843,3,20.25,1,0,0,,6,,0,0,0,P000208267&P000106739,2,12.83,1,1,0,
2468,TSE,M2330,2018,P000050843,3,21.25,1,0,0,P000064919,3,15.58,1,0,0,P000208267&P000106739,2,13.83,1,1,0,
2471,TSE,M2330,2007,P000021036,2,27.5,1,0,0,P000015715&P000137757,3,25,1,0,0,,6,,0,1,0,6.85
2471,TSE,M2330,2008,P000021036,2,28.5,1,0,0,P000137757,3,2.67,1,0,0,,6,,0,1,0,6.2
2471,TSE,M2330,2009,P000021036,2,29.5,1,0,0,P000013653,3,29.5,0,0,0,,6,,0,1,0,7.76
2471,TSE,M2330,2010,P000021036,2,30.5,1,0,0,P000132260,4,3.83,0,0,0,,6,,0,1,0,5.86
2471,TSE,M2330,2011,P000013653,3,31.5,1,0,0,P000132260,4,4.83,0,0,0,,6,,0,1,0,6.28
2471,TSE,M2330,2012,P000021036,2,32.5,1,0,0,P000132260,4,5.83,0,0,0,,6,,0,1,0,6.06
2471,TSE,M2330,2015,P000021036,2,35.5,1,0.031426776,0.031426776,P000215358,2,1,1,0,0,,6,,0,1,0,9.51
2471,TSE,M2330,2016,P000021036,2,36.5,1,0,0,P000215358,2,2,1,0,0,P000075111&P000095622,1,0.83,4,1,0,8.92
2471,TSE,M2330,2017,P000021036,2,37.5,1,0,0,,6,,0,0,0,P000075111&P000095622,1,1.83,4,1,0,9.56
2471,TSE,M2330,2018,P000021036,2,38.5,1,0,0,,6,,0,0,0,P000075111,1,2.83,2,1,0,13.52
2472,TSE,M2328,2007,P000031902,3,32.17,1,0,0,P000136318,5,0.42,1,0,0,,6,,0,1,0,0.61
2472,TSE,M2328,2013,P000029947,2,17.33,1,0.013104216,0.013104216,P000136318,5,6.42,1,0.333333333,0.333333333,,6,,0,1,0,1.52
2472,TSE,M2328,2016,P000029947,2,20.33,1,0,0,P000136318,2,9.42,1,0,0,P000211833&P000016244,3,0.83,4,1,0,1.54
2474,TSE,M2331,2007,P000018223,3,20.08,0,0,0,,6,,0,0,0,,6,,0,1,0,1.02
2474,TSE,M2331,2009,P000018223,3,22.08,0,0,0,P000017876,2,12,1,0,0,,6,,0,1,0,5.51
2474,TSE,M2331,2012,P000018223,3,25.08,0,0,0,,6,,0,0,0,,6,,0,1,0,2.54
2474,TSE,M2331,2013,P000018223,3,26.17,0,16,14.18439716,,6,,0,0,0,P000051770&P000191459&P000082397,3,14,1,1,0,1.95
2474,TSE,M2331,2014,P000018223,3,27.17,0,0,0,P000017876,2,17.08,1,-0.319672131,-0.319672131,P000051770&P000191459&P000082397,3,15,1,1,0,1.92
2474,TSE,M2331,2015,P000048695,4,18.33,0,0.006608761,0,P000017876,2,18,1,-0.180722892,-0.180722892,P000051770&P000191459&P000082397,3,15.92,1,1,0,2.01
2474,TSE,M2331,2016,P000048695,4,19.33,0,0,0,P000017876,2,19,1,0,0,P000051770&P000118993&P000082397,2,16.92,1,1,0,1.63
2476,TSE,M2328,2008,P000007592,3,31.83,0,0,0,P000075987,3,7.58,1,0,0,,6,,0,1,0,1.15
2476,TSE,M2328,2011,P000007592,3,34.83,0,0,0,P000167155,3,1.17,1,0,0,,6,,0,1,0,1.19
2476,TSE,M2328,2016,P000007592,3,39.83,0,0,0,,6,,0,0,0,,6,,0,1,0,2.22
2476,TSE,M2328,2017,P000194220,3,3.08,1,0,0,P000167155,3,7.08,1,0,0,P000251729&P000164175,2,0.83,4,1,0,2.48
2477,TSE,M2331,2007,P000031820,3,35.33,1,0,0,P000045062,5,7.67,1,0,0,,6,,0,1,0,2.01
2477,TSE,M2331,2015,P000031820,3,43.25,1,-0.10739985,-0.10739985,P000219417,2,0.83,1,0,0,P000218182&P000191208,1,0.83,3,1,0,1.7
2477,TSE,M2331,2018,P000031820,3,46.25,1,0,0,P000219417,2,3.83,1,0,0,P000191208,2,3.83,1,1,0,3.7
2478,TSE,M2328,2007,P000027894,3,18.33,0,0,0,P000049570,3,11.17,1,0,0,,6,,0,1,0,1.46
2478,TSE,M2328,2008,P000027894,3,19.33,0,0,0,,6,,0,0,0,,6,,0,1,0,1.84
2478,TSE,M2328,2017,P000027894,3,28.33,0,0.060041081,0.060041081,,6,,0,0,0,P000208285&P000250853,2,0.83,2,1,0,0.62
2478,TSE,M2328,2018,P000027894,3,29.33,0,0.066626919,0.066626919,P000136324,3,19.67,1,0.094091904,0.094091904,P000208285&P000250853,2,1.83,2,1,0,0.28
2480,TSE,M2330,2016,P000059110,2,24.08,1,0,0,P000015654,3,18.33,1,0,0,P000076748&P000082058&P000228752,1,0.83,5,1,0,1.88
2480,TSE,M2330,2018,P000059110,2,26.08,1,0,0,P000015654,3,20.33,1,0,0,P000082058&P000228752,2,2.83,4,1,0,2.34
2481,TSE,M2324,2017,P000022156,3,23.33,1,0,0,P000037925,2,18.92,0,0,0,P000146800&P000065423&P000087719,2,0.83,3,1,0,3.13
2482,TSE,M2331,2011,P000008308,3,15.33,1,0,0,P000086088&P000132122,3,13.33,1,0,0,,6,,0,1,0,9.04
2482,TSE,M2331,2012,P000082197,3,0.58,1,inf,inf,P000184963,3,0.58,1,0,0,,6,,0,1,0,12.18
2482,TSE,M2331,2013,P000082197&P000008308,3,17.33,1,0,0,P000184963,3,1.58,1,0,0,,6,,0,1,0,16.15
2482,TSE,M2331,2014,P000008308,3,18.33,1,0,0,P000184963,3,2.58,1,0,0,,6,,0,1,0,17.36
2482,TSE,M2331,2015,P000008308,3,19.33,1,0.062137376,0.062137376,P000226590,5,0.17,1,0,0,,6,,0,1,0,16.98
2482,TSE,M2331,2017,P000008308,3,21.33,1,0,0,P000226590,3,2.17,1,0,0,P000224656&P000251571,1,0.83,1,1,0,22.6
2483,TSE,M2328,2007,P000010333,2,26.5,1,0,0,,6,,0,0,0,,6,,0,1,0,3.35
2483,TSE,M2328,2009,P000010333,2,28.5,1,0,0,P000082509,3,13.42,0,0,0,,6,,0,1,0,3.94
2483,TSE,M2328,2012,P000010333,2,31.5,1,0,0,,6,,0,0,0,,6,,0,1,0,4.47
2483,TSE,M2328,2014,P000010333,2,33.5,1,0,0,P000082509,3,18.42,0,0,0,,6,,0,1,0,4.65
2483,TSE,M2328,2016,P000010333,2,35.33,1,0,0,P000082509,3,20.25,0,0,0,P000168492&P000052337&P000013805,2,19.33,4,1,0,5.38
2483,TSE,M2328,2017,P000010333,2,36.33,1,0,0,,6,,0,0,0,P000168492&P000052337&P000013805,2,20.33,4,1,0,5.12
2484,TSE,M2328,2017,P000072471,4,30,1,0,0,P000075643,2,21.58,1,0,0,P000148892&P000016780&P000168150,1,0.83,4,1,0,2.84
2485,TSE,M2327,2007,P000045189,3,22.17,1,0,0,P000028342,3,21.08,1,0,0,,6,,0,1,0,2.96
2485,TSE,M2327,2009,P000045189,3,24.17,1,0,0,,6,,0,0,0,,6,,0,1,0,3.45
2485,TSE,M2327,2010,P000045189,3,25.17,1,0,0,P000028342,3,24.08,1,0,0,,6,,0,1,0,3.27
2485,TSE,M2327,2016,P000045189,3,31.17,1,0,0,P000028342,3,30.08,1,0,0,P000119571&P000223922&P000230226,2,0.83,3,1,0,2.31
2485,TSE,M2327,2018,P000045189,3,33.17,1,0,0,P000028342,3,32.08,1,0,0,P000163936&P000223922&P000230226,3,2.83,4,1,0,3.22
2486,TSE,M2326,2007,P000265505,2,11.33,1,0,0,P000079021,3,7.25,1,0,0,P000111608,5,2.83,0,1,0,0.72
2486,TSE,M2326,2009,P000265505,2,13.25,1,0,0,P000079021,3,9.17,1,0,0,,6,,0,1,0,1.2
2486,TSE,M2326,2015,P000015781,1,19.33,1,0,0,P000079021,3,15.25,1,0.818181818,0.818181818,,6,,0,1,0,1.71
2486,TSE,M2326,2017,P000015781,1,21.33,1,0,0,,6,,0,0,0,P000249924&P000208293&P000015489,1,0.83,2,1,0,1.63
2486,TSE,M2326,2018,P000015781,1,22.33,1,0.015653535,0.015653535,P000079021,3,18.25,1,0.32967033,0.32967033,P000249924&P000208293&P000015489,1,1.83,2,1,0,1.79
2488,TSE,M2331,2011,P000085598,3,14.83,0,0,0,P000109349,2,7.08,1,0,0,,6,,0,1,0,4.89
2488,TSE,M2331,2017,P000085598,3,20.83,0,0.955109838,0,P000109349,2,13.08,1,0,0,P000213953&P000023398,1,14.75,2,1,0,4.67
2489,TSE,M2326,2009,P000030692,2,12.25,0,0,0,P000202828,2,17.83,1,0,0,P000010605,2,6.83,3,1,0,1.15
2489,TSE,M2326,2011,P000030692,2,14.25,0,0,0,P000202828,2,19.83,1,0,0,,6,,0,1,0,1.39
2489,TSE,M2326,2012,P000030686,3,17.75,1,0,0,P000202828,2,20.83,1,-0.4,-0.4,,6,,0,1,0,2.08
2489,TSE,M2326,2015,P000030686,3,20.75,1,0,0,P000202828,2,23.83,1,-0.170212766,-0.170212766,P000038734&P000152752&P000191665,2,6.83,3,1,0,3.38
2491,TSE,M2326,2007,P000107599,2,1.83,1,0,0,P000104167&P000137068,3,1.08,1,0,0,,6,,0,1,0,3.3
2491,TSE,M2326,2008,P000146926,5,1.92,0,0,0,,6,,0,0,0,,6,,0,1,0,12.12
2491,TSE,M2326,2009,P000146926,5,2.92,0,0,0,P000147199,5,1.25,1,0,0,,6,,0,1,0,9.94
2491,TSE,M2326,2016,P000146926,3,9.92,0,-0.012524398,-0.012524398,P000147199,3,8.25,1,0,0,P000022923&P000191738,2,0.83,2,1,0,0.07
2492,TSE,M2328,2009,P000089187,3,7.08,1,0,0,P000034568,2,10.83,1,0,0,,6,,0,1,0,1.64
2492,TSE,M2328,2012,P000099146,3,11.67,1,0,0,P000034568,2,13.75,1,0,0,,6,,0,1,0,2.78
2492,TSE,M2328,2014,P000099146,3,13.67,1,800,800,P000141665,2,6.75,1,0.817647059,0.817647059,,6,,0,1,0,2.65
2492,TSE,M2328,2016,P000099146,3,15.67,1,0.165038002,0.165038002,P000141665,2,8.75,1,0.131487889,0.131487889,P000050404&P000159872,3,0.83,3,1,0,2.92
2493,TSE,M2328,2007,P000098742,2,25,1,0,0,P000046130,3,13.75,1,0,0,,6,,0,1,0,1.48
2493,TSE,M2328,2016,P000098742,2,34,1,0,0,P000046130,3,22.75,1,0,0,P000191168&P000191169,1,0.83,1,1,0,1.66
2495,TSE,M2331,2009,P000097439,2,17.08,0,0,0,P000126372,5,3.67,1,0,0,P000016854,1,7.75,2,1,0,14.05
2495,TSE,M2331,2010,P000097439,2,18.08,0,0,0,P000126372,5,4.67,1,0,0,,6,,0,1,0,13.54
2495,TSE,M2331,2015,P000097439,2,23.17,0,0,0,P000126372,3,9.75,1,0,0,P000217527&P000217552,2,0.83,2,1,0,18.65
2495,TSE,M2331,2017,P000097439,2,25.17,0,0,0,,6,,0,0,0,P000217527&P000217552,2,2.83,2,1,0,21.08
2495,TSE,M2331,2018,P000097439,2,26.17,0,0,0,P000126372,3,12.75,1,0,0,P000016342&P000106168&P000217552,2,16.83,3,1,0,22.05
2498,TSE,M2327,2007,P000038880,3,8,1,0,0,P000127036,2,1.58,1,0,0,P000133530&P000043101&P000094291,1,3.83,2,1,0,3.13
2498,TSE,M2327,2008,P000038880,3,9,1,0,0,P000127036,2,2.58,1,0,0,P000133530&P000043101,2,1.83,2,1,0,6.14
2498,TSE,M2327,2010,P000038880,3,11,1,0,0,P000166316,2,0.25,1,0,0,P000133530&P000043101,2,3.83,2,1,0,4.64
2498,TSE,M2327,2011,P000038880,3,12.08,1,0,0,P000177035,1,0.08,1,0,0,P000133530&P000043101,2,4.92,2,1,0,3.5
2498,TSE,M2327,2014,P000009784,2,1.83,1,0,0,P000177035,1,3,1,0,0,P000133530&P000043101,2,7.83,2,1,0,6.94
2498,TSE,M2327,2016,P000009784&P000177035,1,5,1,0,0,P000232754,2,0.83,1,0,0,P000133530&P000043101,2,9.83,2,1,0,14.02
2498,TSE,M2327,2017,P000009784,2,4.83,1,0,0,P000232754,2,1.83,1,0,0,P000133530&P000043101,2,10.83,2,1,0,16.78
2499,TSE,M2326,2007,P000047016,3,9,0,0,0,P000056907,3,5,0,0,0,,6,,0,1,0,2.17
2499,TSE,M2326,2008,P000047016,3,10,0,0,0,P000053106,3,6.42,0,0,0,,6,,0,1,0,2.78
2499,TSE,M2326,2010,P000045270,3,12,0,0,0,P000053106,3,8.42,0,0,0,,6,,0,1,0,1.97
2499,TSE,M2326,2013,P000156936,3,8.25,0,0,0,P000053106,3,11.42,0,0,0,,6,,0,1,0,3.58
2499,TSE,M2326,2016,P000156936,3,11.25,0,0,0,P000053106,3,14.42,0,0,0,P000069950&P000191632,1,14.83,0,1,0,3.29
3002,TSE,M2325,2009,P000036843,2,23.75,1,0,0,P000065718,2,12.33,1,0,0,,6,,0,1,0,4.28
3002,TSE,M2325,2012,P000036843,2,26.75,1,0,0,,6,,0,0,0,,6,,0,1,0,5.38
3002,TSE,M2325,2014,P000036843,2,28.75,1,0,0,P000065718,2,17.33,1,0,0,,6,,0,1,0,6.02
3002,TSE,M2325,2015,P000036843,2,29.75,1,0,0,P000065718,2,18.33,1,0,0,P000191184&P000213846,2,0.75,2,1,0,5.83
3002,TSE,M2325,2016,P000036843,2,30.75,1,0,0,,6,,0,0,0,P000191184&P000213846,2,1.75,2,1,0,6.05
3002,TSE,M2325,2018,P000036843,2,32.75,1,0,0,P000065718,2,21.33,1,0,0,P000191184&P000213846,2,3.75,2,1,0,6.73
3003,TSE,M2328,2012,P000090379,3,1.5,1,0,0,P000071827,2,14.17,1,0.888888889,0.888888889,,6,,0,1,0,1.33
3003,TSE,M2328,2015,P000090379,3,4.42,1,-0.005313849,-0.005313849,P000071827,2,17.08,1,0,0,P000206573&P000092972,1,0.83,3,1,0,2.49
3003,TSE,M2328,2018,P000090379,3,7.42,1,0,0,P000071827,2,20.08,1,0,0,P000036536&P000206573&P000092972,1,3.83,3,1,0,2.63
3005,TSE,M2325,2007,P000012222,3,9.33,1,0,0,,6,,0,0,0,,6,,0,1,0,4.44
3005,TSE,M2325,2009,P000012222,3,11.33,1,0,0,P000094871,2,10,1,0,0,,6,,0,1,0,3.66
3005,TSE,M2325,2011,P000018774,2,12.33,1,0,0,,6,,0,0,0,,6,,0,1,0,3.7
3005,TSE,M2325,2013,P000018774,2,14.42,1,0,0,P000170327,2,0.75,1,0,0,,6,,0,1,0,3.81
3005,TSE,M2325,2016,P000018774,2,17.33,1,0,0,P000170327,2,3.67,1,1.095238095,1.095238095,P000018042&P000208782,1,0.83,3,1,0,3.79
3005,TSE,M2325,2018,P000018774,2,19.33,1,0,0,P000277280,2,0.67,1,0,0,P000018042&P000208782,1,2.83,3,1,0,4.82
3006,TSE,M2324,2007,P000070015,2,9,1,0,0,P000027281,3,5.17,1,0,0,P000028018&P000007648,1,5.17,3,1,0,5.65
3006,TSE,M2324,2009,P000055801,2,10.08,1,0,0,P000027281,3,7.17,1,0,0,P000028018&P000007648,1,7.17,3,1,0,8.36
3006,TSE,M2324,2012,P000070015,2,14,1,0,0,P000027281,3,10.17,1,0.117647059,0.117647059,P000028018&P000007648,1,10.17,3,1,0,9.31
3008,TSE,M2326,2010,P000043064,2,3.83,1,0,0,P000021513,3,12.75,1,0,0,,6,,0,1,0,6.24
3008,TSE,M2326,2011,P000043064,2,4.83,1,0,0,P000107216,2,6.83,1,0,0,,6,,0,1,0,6.02
3008,TSE,M2326,2013,P000043064,2,6.83,1,0.033476395,0.033476395,P000168116,5,2.92,1,-0.2,-0.2,,6,,0,1,0,4.71
3008,TSE,M2326,2016,P000043064,2,9.83,1,0,0,P000168116,2,5.92,1,0,0,P000107264&P000107296,3,0.83,2,1,0,5.78
3010,TSE,M2329,2007,P000057553,3,5.92,1,0,0,P000109130&P000075877,3,5.75,1,0,0,P000027291&P000085888,1,5.92,2,1,0,0
3010,TSE,M2329,2008,P000057553,3,6.92,1,0,0,P000040266&P000109130&P000075877,2,6.75,1,0,0,P000027291&P000038291&P000085888,1,6.92,3,1,0,0
3010,TSE,M2329,2009,P000065726,3,11.33,1,0,0,P000040266,2,7.58,1,0,0,P000027291&P000038291,1,7.92,3,1,0,0
3010,TSE,M2329,2010,P000057553,3,8.92,1,0,0,P000077975,2,1.08,1,0,0,P000027291&P000038291,1,8.92,3,1,0,0
3010,TSE,M2329,2012,P000057553,3,10.92,1,0,0,P000040266&P000109130,2,10.58,1,0,0,P000027291&P000038291,1,10.92,3,1,0,0
3010,TSE,M2329,2013,P000057553,3,11.92,1,0,0,P000040266,2,11.58,1,-0.67264574,-0.67264574,P000027291&P000038291,1,11.92,3,1,0,0
3010,TSE,M2329,2016,P000057109,2,7,1,0,0,,6,,0,0,0,P000027291&P000038291,1,14.83,3,1,0,0
3010,TSE,M2329,2017,P000265096,3,1,1,0,0,P000040266,2,15.5,1,0,0,P000027291&P000038291&P000051793,1,15.83,3,1,0,0
3010,TSE,M2329,2018,P000057109,2,9,1,0,0,P000040266,2,16.5,1,0,0,P000027291&P000038291&P000051793,1,16.83,3,1,0,0
3011,TSE,M2328,2007,P000030931,3,11.75,0,0,0,P000027229,3,21,0,0,0,P000037548&P000039155&P000132352,1,4.83,2,1,0,3.19
3011,TSE,M2328,2008,P000030931,3,12.75,0,0,0,P000027229,3,22,0,0,0,P000037548&P000132352,1,5.83,2,1,0,4.33
3011,TSE,M2328,2010,P000030931,3,14.75,0,0,0,P000027229,3,24,0,0,0,P000160135&P000037548&P000132352&P000160229,1,7.83,3,1,0,1.93
3011,TSE,M2328,2011,P000030931,3,15.75,0,0,0,P000027229,3,25,0,0,0,P000160135&P000160229,3,1.83,1,1,0,2.31
3011,TSE,M2328,2013,P000030931,3,17.75,0,0,0,P000027229,3,27,0,0,0,P000160135&P000080142,3,31.25,0,1,0,2.84
3011,TSE,M2328,2014,P000030931,3,18.75,0,0,0,P000027229,3,28,0,0,0,P000080142,4,32.25,0,1,0,2.23
3011,TSE,M2328,2015,P000030931,3,19.75,0,0,0,P000027229,3,29,0,0,0,P000217212&P000080142,4,33.25,0,1,0,2.4
3011,TSE,M2328,2017,P000030931,3,21.75,0,0,0,P000027229,3,31,0,0,0,P000080142,4,35.25,0,1,0,5.68
3011,TSE,M2328,2018,P000030931,3,22.75,0,0,0,P000027229,3,32,0,0,0,P000268994&P000080142,3,36.25,0,1,0,4.01
3013,TSE,M2325,2011,P000099724,2,7.42,1,0,0,,6,,0,0,0,P000041054&P000057315,1,9.92,3,1,0,2.4
3013,TSE,M2325,2013,P000200637,3,0.42,1,0,0,,6,,0,0,0,P000041054&P000057315,1,11.92,3,1,0,1.7
3013,TSE,M2325,2014,P000200637,3,1.42,1,inf,inf,P000097514,2,17.58,1,0.138888889,0.138888889,P000041054&P000057315,1,12.92,3,1,0,1.46
3013,TSE,M2325,2016,P000040502,2,2.83,1,0.103487217,0.103487217,P000097514,2,19.58,1,0,0,P000041054&P000057315,1,14.92,3,1,0,0.95
